4.5887841502624606e-11,1.4722561397473678e-06,7.797562523340135e-12,5.389380429230413e-07,1.4354010840947165e-12,2.2216062966115406e-07,1.1906220813026431e-12,1.427935256073665e-07,3.5441722672543993e-11,1.2978046644911223e-06,7.809156517555674e-12,5.326041791579744e-07,1.319848308858366e-12,2.175251684712835e-07,1.2352692110239402e-12,1.4304140064456816e-07,1.7483237742786434e-10,1.5392687247744127e-06,1.929943093977888e-11,6.15218667015686e-07,7.771527097864768e-12,2.614521248873356e-07,7.487719875202497e-12,1.7470784665506302e-07,3.7091243999346126e-11,1.315798744623886e-06,6.561798409933386e-12,4.445666334296703e-07,2.2220887552770362e-12,2.541589878476947e-07,2.059104375350847e-12,1.561788789689872e-07,4.226225000024118e-11,1.4250201807254742e-06,7.582621985270493e-12,4.907720060970772e-07,2.7393852635119167e-12,2.8975000375621997e-07,2.7179794532194348e-12,1.9452732340005497e-07,3.384722657519372e-11,1.2706152951900099e-06,7.519255049584096e-12,4.922628922230159e-07,2.229292790808307e-12,2.6460301902292015e-07,2.4585468940421146e-12,1.8649539180546392e-07,3.0203932165892446e-11,1.1896336367528582e-06,7.785277941414821e-12,5.072331852581214e-07,1.9144298713621965e-12,2.410101489119817e-07,1.8223321515420872e-12,1.482611817895033e-07,4.87656816841704e-11,1.3982838077112634e-06,4.212905011148143e-12,4.003768224434306e-07,9.328945288258114e-13,1.598004675740871e-07,1.0827541564087369e-12,1.2384173046145193e-07,4.0940659626938793e-11,1.3905238051404793e-06,5.0355035245868565e-12,4.3018130906889177e-07,1.5485116656497196e-12,2.0570893682229436e-07,2.982778577512144e-12,1.6381384010269818e-07,2.8433939329439886e-11,1.1586254082935743e-06,5.499081555818152e-12,4.4775926972137066e-07,1.5568296787853818e-12,2.0449279519765432e-07,2.644819779598024e-12,1.5094677987456218e-07,2.4891220836650212e-11,1.06922137459252e-06,6.4547125608566065e-12,4.825721770036355e-07,1.3306228129762511e-12,2.0728162696227817e-07,1.334054621086508e-12,1.3235598146300267e-07
3.981427985701605e-12,2.545260772107773e-07,7.006232523392547e-13,1.1089480088911077e-07,4.2973922750723376e-13,1.0786209892594643e-07,3.1388846849180213e-13,7.405164661630745e-08,5.971178590654286e-13,1.555684520257467e-07,1.3480029242632652e-13,6.194841163545446e-08,2.0774883116408626e-13,7.447422697476674e-08,1.570694791087928e-13,5.057982958572479e-08,2.5530322941886363e-12,2.8088926838154706e-07,7.192410744549973e-13,1.5192133542209626e-07,1.5140209419571163e-12,1.9313259570016127e-07,7.395184791477509e-13,1.0998294753841179e-07,9.924603988390977e-11,1.2079734823412853e-06,9.938857453404116e-12,4.448878890287737e-07,4.276735519064052e-12,3.850031386611612e-07,3.087041315719668e-12,2.1594443996083283e-07,2.732442760670794e-11,7.90437931711524e-07,3.732756185156022e-12,3.2060018524222853e-07,4.596873666946305e-12,3.7009433727155496e-07,3.950965752498217e-12,2.1136850988386772e-07,1.3145994291588002e-11,6.001509034818464e-07,3.7261670144613656e-12,2.8934509292019427e-07,4.897259939002168e-12,3.6442405667339085e-07,4.572897032942918e-12,2.1418246673174946e-07,8.05894296555715e-12,4.826903867218987e-07,2.0093630713973728e-12,2.6425780298982315e-07,3.693302422556222e-12,3.520789779486224e-07,2.9130367025196454e-12,2.0476958306871655e-07,8.727712876204733e-11,1.2164912900727352e-06,9.81919247201598e-12,5.039437166516068e-07,5.099080832688594e-12,4.0578198760432114e-07,5.3862741476323165e-12,2.3526054644066704e-07,2.0874230726962324e-11,7.828002665070192e-07,5.164629646640282e-12,4.0215117146051556e-07,5.463802183475159e-12,4.198773488903429e-07,5.374157544259048e-12,2.31177100201182e-07,1.1202421514288948e-11,6.098745289624168e-07,4.897666233869172e-12,3.7920291206126413e-07,5.424405368729703e-12,4.183167702014196e-07,4.69989790883345e-12,2.218670695470288e-07,7.577167745611627e-12,5.212099654648588e-07,4.217719324843004e-12,3.553712587486958e-07,4.5798663944543904e-12,3.8495185766688956e-07,3.6313842383244348e-12,2.1073140384764029e-07
7.335721687458396e-11,1.5845491298725605e-06,9.424292100105366e-11,1.5890260657734272e-06,9.540706333804014e-12,5.278256899388247e-07,6.683420559039928e-12,3.283250057132937e-07,6.864833590197329e-11,1.5396612033747746e-06,1.0947383811500033e-10,1.678882385835561e-06,9.820344090653167e-12,5.291190764392483e-07,7.013799885981057e-12,3.26196585274351e-07,3.064982857923453e-12,3.511982995864996e-07,3.4169963057641297e-12,3.264871842899994e-07,5.376750137745317e-13,1.4388834968219122e-07,6.58609906737175e-13,1.1723020256146978e-07,1.1216705882976416e-10,1.9363469487428005e-06,1.0249329239435336e-10,1.6065703127680957e-06,8.43512472334846e-12,4.864002633109862e-07,4.252445954539793e-12,2.469238768208958e-07,1.3952874559997106e-10,2.107376442816234e-06,1.687011282188381e-10,2.031760291085174e-06,1.0155081090240427e-11,5.386690662995283e-07,4.3595602246125166e-12,2.7494369111314216e-07,1.4843615121744943e-10,2.156098050474882e-06,1.870530327470129e-10,2.1292657952748175e-06,1.0476420006272634e-11,5.504804083206306e-07,4.331658031145911e-12,2.7588810412528556e-07,1.50391582437976e-10,2.1650391087201813e-06,1.8805924236498025e-10,2.1254750412400057e-06,1.031116182979019e-11,5.544487482943914e-07,3.9979657585234065e-12,2.636720428252427e-07,8.375612827072314e-11,1.6563534693191017e-06,6.392997600587655e-11,1.3275412038071987e-06,5.092487315771945e-12,4.0778357072658544e-07,3.4734425065637703e-12,2.2505883688984164e-07,6.32260093908317e-11,1.5093430916476071e-06,5.643247644366869e-11,1.2769934234160808e-06,6.670043508123552e-12,4.741092251529783e-07,3.8125074329544434e-12,2.579429723652268e-07,5.896518511264364e-11,1.4543143377343494e-06,4.9412861766271095e-11,1.2116318033822762e-06,6.304885445218417e-12,4.5642997212668433e-07,3.6002826504481917e-12,2.465948219232732e-07,4.400391192982897e-11,1.277115999866625e-06,3.6804663696775087e-11,1.0554341727075507e-06,6.580290733381438e-12,4.4688679247433025e-07,4.900511790571671e-12,2.6058939950221735e-07
3.373840465263669e-11,1.3296677445435491e-06,2.0766351373792518e-12,2.8234228603267054e-07,6.142657864771865e-13,1.5655651876296894e-07,2.859374322350909e-13,7.757578191876837e-08,2.1899896775756608e-11,1.0642596918677907e-06,1.8080574279418796e-12,2.666753409220466e-07,5.034171876946865e-13,1.4275076349165103e-07,2.8604874524307e-13,7.762734539474145e-08,1.5283428088177472e-11,8.893036105689366e-07,1.7405290300556983e-12,2.620140417905443e-07,4.590214739474514e-13,1.3667186106119204e-07,2.665137288911954e-13,7.505083435089701e-08,3.1254439475779876e-11,1.269185371734904e-06,2.0952687038509655e-12,2.726426779754536e-07,5.680664724336176e-13,1.4496207197678393e-07,2.416940007214412e-13,7.098437666316823e-08,6.202878379005569e-11,1.8049694894079184e-06,3.908741527197764e-12,3.769713102004985e-07,9.901449554231125e-13,1.9526888643994882e-07,4.0846603641253665e-13,9.347440718319971e-08,3.62272679944339e-11,1.3801766506745118e-06,3.1564308682329035e-12,3.437146178702088e-07,7.130750770800216e-13,1.6656324143837463e-07,3.7563435599887437e-13,8.661202560213732e-08,2.336830598969109e-11,1.105086298737398e-06,2.490025540345303e-12,3.062445712774485e-07,5.45822819561941e-13,1.4567929077454168e-07,3.165149888075933e-13,7.981006339231967e-08,3.4034100422228436e-11,1.3123280930208083e-06,3.931106400493647e-12,3.5937960764853484e-07,1.0108233005392955e-12,1.9208704484489884e-07,4.495834668135863e-13,9.74908004381751e-08,3.0173827332510505e-11,1.2394788325345685e-06,4.080354372485575e-12,3.7166290706455137e-07,1.0177100415752846e-12,1.9338953442031852e-07,4.0046375104558415e-13,9.255904291843337e-08,2.850032029626718e-11,1.2210643838260739e-06,3.3183004750395265e-12,3.385110457426241e-07,9.212966890826272e-13,1.852518589952432e-07,3.3761218159436337e-13,8.443732723449772e-08,2.9729496190463044e-11,1.2461081786301847e-06,3.248539765680719e-12,3.4133866211034513e-07,9.456886246046198e-13,1.893319340965006e-07,3.4844786925115576e-13,8.589352671090209e-08
1.2111987025107613e-11,3.3783770286744246e-07,7.789674754455488e-12,1.8901269442560952e-07,5.744531137189767e-12,1.298878174588384e-07,1.2344934302855755e-11,1.4424836164057838e-07,1.4884348216211988e-11,4.012396433718963e-07,8.305140404191341e-12,1.9810109826121505e-07,6.222023190246526e-12,1.3688042001582933e-07,1.289967840746947e-11,1.4998308470785036e-07,1.1265476826279192e-11,3.7766338069474197e-07,7.636550149052645e-12,2.095044033926176e-07,5.845662430030458e-12,1.3086908752619701e-07,1.2067177241467087e-11,1.504088442122461e-07,5.7090767047491286e-11,1.1234304115234803e-06,1.8551357579517402e-12,2.7931925752919685e-07,8.369817865368455e-13,1.7717024889927632e-07,8.309229923406567e-13,1.3651804652765006e-07,1.8996069445144072e-11,6.643632735019768e-07,1.7320475203500557e-12,2.682452567662248e-07,8.746052605012975e-13,1.8445920797540869e-07,9.127271331964542e-13,1.4392146638753979e-07,1.57916545433357e-11,5.059453301148951e-07,1.807654510524993e-12,2.674909676838606e-07,9.16839088887594e-13,1.9353069403943705e-07,9.674771621402473e-13,1.464426535799868e-07,1.6765530440567415e-11,5.047420256677128e-07,2.243474627495837e-12,2.861303827250133e-07,9.358656492885383e-13,1.9520874952489462e-07,9.806783411302916e-13,1.4669429472611636e-07,6.161568274474677e-11,1.0925951893273602e-06,1.610653843752921e-12,2.4573147767705305e-07,7.275734288762876e-13,1.7586334147580224e-07,1.1551683214710387e-12,1.6001078442406908e-07,1.9804946581124628e-11,6.70037595179719e-07,1.5730445649292361e-12,2.5008389862321755e-07,7.37376830534001e-13,1.7631538575938573e-07,1.0732852836610486e-12,1.527981240950055e-07,1.145499879316494e-11,5.050394598375097e-07,2.2879098389772303e-12,2.9052571060166635e-07,9.664576476479902e-13,1.9612716918271676e-07,1.5953471104882416e-12,1.8472815086291945e-07,1.1084539010734045e-11,4.577696604589193e-07,2.259572835497849e-12,2.930241747566154e-07,9.528257109123365e-13,1.940530535851593e-07,1.1731510247656788e-12,1.5823649003973304e-07
1.9889010428078976e-12,2.8469368531490717e-07,8.727856457898864e-13,1.7428696951587853e-07,1.6587336585975395e-13,7.742609990353826e-08,3.096683981818407e-13,8.035876107521603e-08,1.146190224749757e-12,2.2898078190253476e-07,6.447064864655404e-13,1.526412651874331e-07,1.2279304508863838e-13,6.840387517215651e-08,9.121762221100198e-14,4.283488696250103e-08,6.895218524685477e-13,1.9181151765370934e-07,4.275540087318141e-13,1.3507135948013463e-07,2.635938643511047e-13,1.0505594851536111e-07,4.0543867596505556e-13,9.64147072088818e-08,1.898151437816024e-11,9.277294209382652e-07,9.738410182468967e-12,5.736192539680506e-07,1.3877910790350883e-12,2.110155733520196e-07,8.144919207401479e-13,1.2507228867917554e-07,1.8740826691531635e-11,9.206638437078348e-07,9.682264790755274e-12,5.80909378342851e-07,1.7297261371235554e-12,2.3994064390174584e-07,9.714655830654558e-13,1.3805589585942585e-07,1.5712784219237033e-11,8.23187193170076e-07,7.750142560922961e-12,5.299924488274373e-07,1.819171020599099e-12,2.491583031888898e-07,1.0263837120099363e-12,1.4081245845084684e-07,1.5261713462258044e-11,8.095495399152381e-07,5.804931836488675e-12,4.5446713210797446e-07,2.274730500930294e-12,2.7964083830862e-07,1.15575723410165e-12,1.4171214190299154e-07,2.8042517668383312e-11,1.111226315087739e-06,8.75254152723777e-12,5.550048226037342e-07,1.1791510365356072e-12,2.121274275012769e-07,8.499736240613944e-13,1.270060816934358e-07,3.204314119771619e-11,1.1799312728449483e-06,1.2136850314835349e-11,6.444824421450481e-07,1.3882888414771584e-12,2.3507121324655197e-07,9.744949965916916e-13,1.3728841175628116e-07,2.5624423963450268e-11,1.0334268775532443e-06,1.1225749857766864e-11,6.279219438389936e-07,1.4857426020734623e-12,2.38604970698257e-07,9.440503809088526e-13,1.3644605735443093e-07,2.008750177160685e-11,9.248582745448832e-07,1.3187070715505802e-11,6.370661353777031e-07,2.2773561292920016e-12,2.605387744385405e-07,1.3357782940647346e-12,1.495721877400403e-07
4.1851747431498686e-11,9.465157564572224e-07,6.135318762167704e-13,1.538002003730501e-07,1.8881086028909685e-13,7.906767642874994e-08,3.083641505751909e-13,7.710356485254137e-08,2.125793923938053e-12,2.87605277735104e-07,4.723216805060556e-13,1.3292718571254364e-07,1.7867252263426635e-13,7.860273456556658e-08,2.6798865463072517e-13,7.054565474463773e-08,4.187128922360435e-12,4.378693256041143e-07,3.18286463231231e-12,3.490864487528533e-07,8.085314212022294e-13,1.618247251741179e-07,1.1692108416702338e-12,1.4838771454738015e-07,6.107234059565667e-11,1.517614413741698e-06,7.499474927596567e-12,5.151090975532075e-07,6.862163916228456e-12,3.9902433601895696e-07,1.5885898991486257e-11,4.323484172914387e-07,4.289759635653595e-11,1.287913595952288e-06,5.720614718543094e-12,4.30334097054504e-07,6.390910399924304e-12,3.844766594534705e-07,1.6154630655271674e-11,4.2096391990475105e-07,3.2370323639191785e-11,1.109302694637515e-06,6.0662926795042944e-12,4.4128002570514024e-07,8.187468741122147e-12,4.397565307531406e-07,1.6741379106439733e-11,4.769072810245163e-07,2.776388849621681e-11,1.018543338803602e-06,9.494540352421768e-12,5.64893227879404e-07,7.50978102045357e-12,4.1199453579265996e-07,1.5829292587116262e-11,4.480108045351315e-07,4.3884539997070654e-11,1.117202664261564e-06,1.6135290897125335e-11,7.562018950241465e-07,2.4047929898550234e-11,8.500144781097087e-07,1.2024774146302622e-10,1.1718712549743158e-06,1.6795503573208352e-11,7.545013960719192e-07,1.6615623656613508e-11,7.787363417333148e-07,2.5719582347891128e-11,8.533401988626954e-07,1.1649185707732521e-10,1.1995639808836488e-06,1.5688507831177902e-11,8.154058318434636e-07,1.7571148440076656e-11,7.882412815462229e-07,2.723374400885204e-11,8.641081098708478e-07,1.2042991890050326e-10,1.232372654994982e-06,2.3611002302030405e-11,8.936964257996475e-07,1.7010320006352015e-11,7.638956529808508e-07,2.723383812215696e-11,8.654781795079424e-07,1.2302499410864904e-10,1.2336420275641689e-06
2.5928583885939294e-11,1.1828431942945965e-06,9.003380054993684e-12,5.973939680226177e-07,4.050558659556966e-12,3.9337537920758603e-07,2.6554642709810535e-12,2.4083141598657847e-07,2.6893582805892173e-11,1.2025849956076964e-06,1.0197968360342313e-11,6.378066683927688e-07,4.2387827179089035e-12,4.067915202282833e-07,2.822901231534778e-12,2.4886761555660823e-07,2.5703487096024488e-11,1.1831444105489073e-06,1.0238723420734225e-11,6.379918585359366e-07,3.808340139256999e-12,3.890254442800715e-07,2.7453915491352473e-12,2.4519926155543774e-07,9.38778260125226e-11,2.2837966994830985e-06,2.3877823244787826e-11,9.492205516229528e-07,1.1908857016058069e-11,6.517370083750855e-07,7.774820430019535e-12,4.019292681301194e-07,1.1253608451925947e-10,2.4922438747313356e-06,2.878133108475275e-11,1.0460954154711881e-06,1.3272486344568132e-11,6.884815460482604e-07,8.592698426865971e-12,4.2334603938613804e-07,1.2080808778202638e-10,2.5843214941494626e-06,3.06464087000589e-11,1.0865844610554423e-06,1.2588947941089441e-11,6.739131447672694e-07,7.91110054400946e-12,4.054639580420828e-07,1.246402318904509e-10,2.643062987733155e-06,3.187862616018481e-11,1.1138942230734093e-06,1.1645966701467345e-11,6.520940247585616e-07,7.398883153083123e-12,3.9116252050739285e-07,3.0995875686718585e-11,1.2603511914763914e-06,4.467256618149496e-12,4.2422423735684004e-07,1.1848896036426562e-12,2.171166537539079e-07,1.6437209331610014e-12,1.7839645362513655e-07,3.095861224663611e-11,1.2754587021475114e-06,5.086128404556729e-12,4.5248221737782935e-07,1.4283856560486416e-12,2.3855016804777165e-07,1.5876272876584037e-12,1.7943249932740386e-07,3.699884287177063e-11,1.392971686628106e-06,5.980638022991899e-12,4.923403216736047e-07,1.6584862045596875e-12,2.5876460179699975e-07,1.6840641554917936e-12,1.8387482199555065e-07,3.472266648127231e-11,1.3508520679352376e-06,5.185823010704138e-12,4.607533481718678e-07,1.5423531676526062e-12,2.53055360505675e-07,1.5644389145444915e-12,1.7760290259494487e-07
1.1811168333337942e-11,5.754409138847217e-07,4.860636126513505e-12,3.7327280177055286e-07,8.081831376628839e-12,4.550016558869358e-07,5.249359590335815e-12,2.3321003390946284e-07,1.1808300819910994e-11,5.352272170136881e-07,4.907951649639927e-12,3.5939687725626876e-07,7.485836049804942e-12,4.305061320379374e-07,5.624380030725069e-12,2.485635785949726e-07,7.97298827960618e-12,4.627284744019687e-07,3.725032136443989e-12,3.004072669608969e-07,6.160215233502833e-12,3.719447179951421e-07,4.506968261166546e-12,2.1255244788297233e-07,1.1774111960921431e-11,5.868895319987643e-07,2.2194314700631838e-12,2.77121482177392e-07,4.654903484801966e-12,3.8241678137169264e-07,1.957759153374979e-12,1.8628704686622456e-07,1.7612011069399518e-11,4.700075847718599e-07,3.750581483142958e-12,2.8191731311110274e-07,5.149445534753256e-12,3.8136560393524843e-07,2.4663029590434846e-12,1.9515831749996765e-07,2.7227373541596973e-11,4.638807690539858e-07,3.1666583823237304e-11,3.092860252402409e-07,6.38630183512167e-11,4.1368418662079646e-07,2.1910880810690963e-11,2.1572047474062144e-07,5.017150852102206e-12,4.2126838754030827e-07,2.444290907310672e-12,2.862506808802962e-07,5.1911745430774795e-12,3.913965910354548e-07,2.0310871289921287e-12,1.9700658926029995e-07,1.2680787234683039e-11,6.644567017423993e-07,3.8971867513502104e-12,3.6442269960124085e-07,6.433181173779935e-12,4.495051921074034e-07,2.063464988542725e-12,1.965376871301364e-07,7.719312703712396e-12,5.50988125606402e-07,4.2773847392417726e-12,3.7362895359847653e-07,7.533432148425962e-12,4.7473864100885644e-07,2.238145801758734e-12,2.0491923230562188e-07,5.920002765162218e-12,4.949032183245552e-07,3.570740051675066e-12,3.316946280517104e-07,6.2204537688452746e-12,4.1932074403265944e-07,1.8964059874533367e-12,1.8793664323173662e-07,6.8242108555975746e-12,5.133744711365241e-07,4.0482939682898105e-12,3.512366379673927e-07,6.9005920445002895e-12,4.489218481745084e-07,1.955342947278793e-12,1.939191409006172e-07
4.815007677318615e-11,1.5266751452632207e-06,1.5410207203243183e-11,7.700081414649193e-07,3.6960288052057886e-12,3.7701331165644863e-07,1.546594041592845e-12,1.7255619159894553e-07,4.383420284148308e-11,1.466126038586816e-06,1.514850095316918e-11,7.615567300939935e-07,3.7743839965723875e-12,3.774977680708695e-07,1.6212601370857622e-12,1.7594306234723096e-07,4.264403360239202e-11,1.440301390588667e-06,1.471060716356777e-11,7.481784951927244e-07,3.566448292822637e-12,3.6681296749453214e-07,1.576313313974296e-12,1.7271547061745134e-07,5.943139836733236e-11,1.7240146667389682e-06,1.3274568061152308e-11,7.211341550943187e-07,2.8167858085367234e-12,3.306104993500323e-07,2.2122128855158728e-12,1.77263559194952e-07,5.34644381117355e-11,1.6364298168422134e-06,1.440724247219978e-11,7.628241976064191e-07,2.883041667682608e-12,3.3642896092813396e-07,1.3473132936177562e-12,1.6752999598328865e-07,4.097476858670725e-11,1.4379185756718832e-06,1.2962550683120297e-11,7.258876395135719e-07,2.6583672209691777e-12,3.2224352135474393e-07,1.2645874781545025e-12,1.628660652528054e-07,3.8255427612739657e-11,1.3908892056566509e-06,1.2531651186823507e-11,7.078987739496952e-07,2.6159083065686115e-12,3.1829272174249336e-07,1.1272905426580465e-12,1.5594233612355223e-07,6.280921475914779e-11,1.7144341365628858e-06,1.3185935119330403e-11,7.235240239505888e-07,1.7831612071358605e-12,2.6849795141093976e-07,8.034731284414744e-13,1.2808014339452514e-07,5.425219249097647e-11,1.6195073642757005e-06,1.4659625283648922e-11,7.760676084219783e-07,2.1297694092410067e-12,2.962492340110039e-07,1.014185636312721e-12,1.4398712465320132e-07,2.9956878827264494e-11,1.2396037715392245e-06,9.639301805940016e-12,6.314785108967684e-07,1.843249603653161e-12,2.76231221352851e-07,1.5308346355283412e-12,1.658886570647568e-07,2.7532979908759392e-11,1.1907868237633866e-06,8.165548925490477e-12,5.811626946570548e-07,1.6423984572334704e-12,2.617630254890759e-07,8.550973340941589e-13,1.2911581824087172e-07
