1.4610033965194524e-09,7.322400530143023e-06,1.486959277171227e-10,1.6652116443772956e-06,3.0998599457156735e-11,7.430796924009946e-07,9.815354729870932e-11,6.141488743810696e-07
9.322928992393433e-09,1.5012985744177554e-05,8.793179972309327e-10,5.138197138038911e-06,6.446329432540747e-11,1.1168602497308075e-06,8.528961956210498e-11,4.998641537939223e-07
1.6303648091065236e-10,1.6239717145724119e-06,3.467028331095496e-11,7.979262794002864e-07,8.59237729306613e-12,3.735479863613305e-07,1.691152841440015e-11,3.756176389366834e-07
9.85644359211869e-09,1.8217840398183426e-05,4.73551229231799e-10,4.399997014728376e-06,3.243857121509687e-11,8.45172012392586e-07,9.004986771461301e-11,5.99977598210311e-07
7.612099032385682e-10,4.644268323417856e-06,5.860986163127087e-11,1.3612743665211954e-06,1.0480565923870184e-11,4.6404034332188495e-07,1.082093337968652e-11,2.016943345393184e-07
6.716340482660379e-10,5.058493965154654e-06,4.185851398016356e-11,1.0720712611171094e-06,9.650345329845235e-12,3.908699833477865e-07,4.831604098188992e-11,3.6964164420324773e-07
4.944403879981522e-10,2.9263555436069404e-06,4.183490439618538e-11,8.834286575723245e-07,8.418002672330418e-12,3.6468553003849416e-07,3.922275370987274e-12,1.156467040994556e-07
1.438397079834679e-10,1.5739868078486302e-06,3.134912201959918e-11,7.974499467559712e-07,9.092337867725645e-12,3.7323829981027743e-07,1.9594704711324214e-11,4.091623834478665e-07
1.5835363033547164e-10,1.6211100332114598e-06,3.046319017574158e-11,7.738570040220881e-07,6.576786243262216e-12,3.271030043231373e-07,1.749932279289109e-11,4.5106840827567457e-07
8.281873482816563e-10,6.174205237453163e-06,8.563937301181774e-11,1.7133876460210378e-06,1.5025633528521826e-11,5.147821771314938e-07,1.6435851343231907e-10,7.869840242580426e-07
8.665363112817834e-10,4.1648819103913076e-06,2.763557171108963e-10,2.376457164301129e-06,1.0128260260915884e-10,1.2453965072745495e-06,3.5676307140392235e-11,3.7795644325763004e-07
7.540587182683426e-10,3.611857170406219e-06,3.4315494282046543e-10,2.2020666898268154e-06,1.4402460074969962e-10,1.5381152408854749e-06,4.836947509543566e-11,4.3846095317989507e-07
2.360119032731013e-10,2.083822385285254e-06,1.760228603312443e-10,1.7648588391790953e-06,6.208310877307164e-11,8.695235817773429e-07,2.248573952219903e-11,2.915795226383233e-07
3.945870044854285e-10,2.5737450694098224e-06,1.6050771229005212e-10,1.5127565629094403e-06,7.106062277079034e-11,1.0661082721266318e-06,2.7997822307864194e-11,3.3456668891858427e-07
3.143162184370448e-09,6.672848449944228e-06,7.212664205509255e-09,9.2601800769759e-06,1.4592308498062496e-08,1.8422955985803995e-05,7.435912794976588e-08,2.2092316328208935e-05
5.797146769357545e-10,3.84849537776602e-06,1.475129142444426e-10,1.5411405050181636e-06,4.4505587808027894e-11,8.669269650132805e-07,6.741653230498921e-11,4.806391422417282e-07
5.542650435945479e-10,4.477511428281382e-06,1.2471232380642234e-10,1.647732288987685e-06,3.8845403707666206e-11,8.985670430571282e-07,7.469226500611805e-11,5.649230789647465e-07
1.2585811320771654e-08,2.4041224620576895e-05,1.1533971387704976e-09,3.449735755413331e-06,9.239122259577794e-10,3.8004796647582095e-06,6.375726961963317e-10,2.697411985602365e-06
1.3310761525377328e-09,4.890577661009715e-06,2.496369219985227e-10,2.0842983738353706e-06,6.391467886506794e-11,1.0358031816740708e-06,5.797283398275358e-11,4.4439721791587295e-07
1.1529131829651757e-09,6.105253158779485e-06,2.199291223729009e-10,2.1383316601001455e-06,4.5459806128307825e-11,8.256070617243817e-07,4.9276652112255223e-11,4.219081711062025e-07
2.7900129261817715e-09,6.483853201723582e-06,4.399494197439966e-10,3.3141640329766196e-06,1.2800840986852156e-10,1.648842300895502e-06,2.3264366848018812e-10,9.870909959916237e-07
1.3612073116910189e-09,4.915172561481121e-06,1.4602933372573863e-10,1.4692520412393733e-06,4.820740012611158e-11,8.848973584415928e-07,5.632130011394563e-11,4.4035228060950813e-07
2.4211209814247023e-08,3.525963092986883e-05,9.37387553865186e-08,7.21742768725249e-05,1.3305662385357464e-07,9.607528873956233e-05,5.981942838589556e-07,9.54947055122369e-05
6.139515861804103e-10,3.165334149097285e-06,1.7026725117776716e-10,1.510953190702366e-06,2.520089099611592e-10,1.8379441014686576e-06,2.162843550349821e-09,3.1833235186921124e-06
1.3031255786215707e-09,5.029221697485982e-06,1.4424862264235275e-10,1.4529146349471114e-06,8.610431713229389e-11,1.1684778558447692e-06,2.359293025646762e-11,4.119718143009592e-07
4.926520890587031e-10,3.3992502604634488e-06,1.1216120044013631e-10,1.395413357620193e-06,4.270081298036467e-11,7.394213756196712e-07,3.378002231132388e-11,5.302612864708874e-07
6.483820023023448e-10,3.480741666075166e-06,1.2858994742624123e-10,1.3573246998132302e-06,5.2294409214151354e-11,8.851844762988638e-07,4.5508785203192183e-11,5.615593402745691e-07
1.3217084859608242e-09,5.153447590593473e-06,1.8585989337798421e-10,1.702840901474281e-06,6.523022800503795e-11,9.91809140377496e-07,6.66000131004734e-11,6.566057816671254e-07
8.645196230401473e-10,3.9838091937402954e-06,1.141356994877573e-10,1.2523072807331591e-06,4.8384271561382565e-11,9.75221849784819e-07,7.123318208026213e-11,5.03680368093865e-07
6.049887910189417e-10,3.611896784992841e-06,1.4782640169047018e-10,1.3876496664057862e-06,8.081241846404753e-11,1.2664322267312703e-06,8.133496447348108e-11,5.626407929589953e-07
2.5898748161669653e-10,2.1799166560383057e-06,5.5407098474537476e-11,1.1178466186832183e-06,2.0295541818318288e-11,4.577209659112115e-07,3.7987917647138195e-11,4.993765442175082e-07
9.996038731520886e-10,4.248078788467485e-06,1.453934883039166e-10,1.6366462449667722e-06,5.047669158810741e-11,8.997731044350878e-07,3.529292171251557e-11,5.608985328117988e-07
7.112838066923536e-10,3.7473164873935386e-06,1.258870618754846e-10,1.2076417590895956e-06,6.718027926913225e-11,1.3556381108842433e-06,5.744887860320338e-11,4.6985159823708946e-07
1.4663851623682277e-09,4.339133691375539e-06,1.1144321371975861e-10,1.1996607668590453e-06,3.786721744693077e-11,7.207320644859588e-07,4.5904650695490564e-11,4.915284974575263e-07
8.786430960054783e-10,4.020866673471558e-06,1.3909659219368844e-10,1.4654900357852234e-06,5.2974235607681026e-11,9.628519062772014e-07,5.124643257037487e-11,5.488256919097381e-07
9.094013383424197e-09,2.5122875597449978e-05,9.88946661058892e-10,6.323769370312663e-06,2.8743582618873516e-10,2.9744277032654348e-06,9.720908800216646e-10,3.1561022072194385e-06
2.1194147568231416e-09,5.833218365842436e-06,2.503398816259653e-10,1.9813037164574888e-06,7.163249165762987e-11,1.0927199998840506e-06,1.2205027766031102e-10,6.647554678953088e-07
2.4534934919237103e-09,6.181275912509175e-06,2.231996605666258e-10,2.0126333079665474e-06,6.200977709025012e-11,9.96032975083119e-07,1.0149645860725844e-10,5.51166462443591e-07
6.433276478642089e-10,3.279081825386814e-06,1.4734676611039787e-10,1.495860487466625e-06,1.0582596399096928e-10,1.1676900551016184e-06,1.313976990269823e-10,6.922454598815163e-07
9.781285230350204e-10,4.1390304597890435e-06,2.696250913040568e-10,1.872537758544443e-06,1.2144645011659936e-10,1.5439506384016275e-06,1.7029453006604994e-10,7.526049842927399e-07
3.7102531120469453e-10,2.4974630509144756e-06,1.5468634668777099e-10,1.1808016246064173e-06,6.529450006726159e-11,9.252372729124718e-07,6.605943283243928e-11,4.934423850862794e-07
1.2489292361591962e-09,4.36173500990507e-06,1.368698531853943e-10,1.4049665712769561e-06,9.341601895065084e-11,1.2304885310221333e-06,1.011803212693977e-10,6.509740749223017e-07
1.0481157022017928e-09,4.748541793379588e-06,1.0761143271258198e-10,1.2743979116361478e-06,3.745838531419344e-11,7.649895084976555e-07,6.402051323683076e-11,6.063607453549139e-07
